Sales,Quantity,Profit,Discount,Ship Mode
40.99,1,20.0851,0,Standard Class
63.9,5,28.755,0,Standard Class
85.224,3,7.4571,0.2,Same Day
47.952,3,13.7862,0.2,Same Day
37.425,5,-29.94,0.7,Same Day
63.968,2,0,0.2,Same Day
165.048,3,41.262,0.2,Same Day
27.882,3,-20.4468,0.7,Second Class
540.048,3,-47.2542,0.2,Second Class
255.68,8,76.704,0.2,Second Class
17.616,4,-14.0928,0.7,Standard Class
572.76,6,166.1004,0,Second Class
286.38,3,83.0502,0,Second Class
31.4,2,7.85,0,First Class
79.14,3,36.4044,0,First Class
80.98,1,1.6196,0,Same Day
348.84,9,170.9316,0,Same Day
9.45,5,0.189,0,Same Day
18.84,3,7.1592,0,Same Day
239.98,2,52.7956,0,Same Day
167.96,2,78.9412,0,Same Day
104.85,3,28.3095,0,Same Day
484.83,3,126.0558,0,Same Day
122.97,3,60.2553,0,Same Day
154.44,3,1.5444,0,Same Day
342.37,7,160.9139,0,Same Day
21.8,2,6.104,0,Standard Class
251.79,3,118.3413,0,Standard Class
70.98,7,34.7802,0,First Class
91.68,3,45.84,0,First Class
33.75,5,16.875,0,First Class
3040,8,1459.2,0,First Class
52.136,7,5.8653,0.2,Standard Class
396,4,190.08,0,Standard Class
4.98,1,2.4402,0,Standard Class
10.96,4,2.9592,0,Standard Class
6.672,3,1.668,0.2,Standard Class
100,4,21,0,Same Day
7.83,3,3.6018,0,Same Day
11.232,8,-8.2368,0.7,Second Class
10.272,3,3.21,0.2,Second Class
35.06,2,10.518,0,Standard Class
4.13,1,1.8998,0,Standard Class
109.8,9,46.116,0,Standard Class
9.82,2,4.8118,0,Standard Class
1127.976,3,126.8973,0.2,Second Class
140.81,1,39.4268,0,Standard Class
191.88,6,19.188,0,Second Class
2.952,2,-2.1648,0.7,Standard Class
27.018,6,-21.6144,0.7,Standard Class
350.98,1,84.2352,0,Standard Class
13.08,2,6.0168,0,Standard Class
900.08,4,117.0104,0,Standard Class
511.84,8,240.5648,0,Standard Class
91.96,4,25.7488,0,Standard Class
8.34,3,2.1684,0,Standard Class
29,2,7.25,0,Same Day
4.704,2,0.4116,0.2,Standard Class
67.56,3,8.445,0.2,Second Class
499.98,2,114.9954,0,Second Class
5.28,1,2.376,0,Second Class
8.26,2,3.8822,0,Second Class
14.352,3,5.2026,0.2,First Class
316,4,31.6,0,Standard Class
41.86,7,10.465,0,Standard Class
127.88,2,40.9216,0,Standard Class
160.32,2,44.8896,0,Standard Class
46,4,20.7,0,Standard Class
14.272,8,4.2816,0.2,Standard Class
451.136,4,-67.6704,0.2,Standard Class
64.864,4,6.4864,0.2,Standard Class
25.92,4,12.4416,0,Standard Class
705.544,7,70.5544,0.2,Standard Class
36.792,1,4.1391,0.2,Second Class
18.624,8,6.2856,0.2,Second Class
3.984,1,1.2948,0.2,First Class
370.62,3,-142.071,0.4,First Class
2.742,2,-2.0108,0.7,First Class
95.952,3,29.985,0.2,Standard Class
3.204,2,-2.4564,0.7,Standard Class
81.2,5,12.18,0,Second Class
76.92,4,31.5372,0,Standard Class
481.32,4,125.1432,0,Standard Class
783.96,5,78.396,0.2,First Class
695.7,2,-27.828,0.5,First Class
7.434,6,-5.6994,0.7,Standard Class
225.296,2,22.5296,0.2,Second Class
959.968,4,119.996,0.2,Standard Class
24.96,4,6.24,0,Standard Class
19.36,2,9.2928,0,Standard Class
1267.65,9,152.118,0,Standard Class
191.82,3,74.8098,0,First Class
16.72,5,3.344,0.2,Standard Class
67.64,5,5.9185,0.2,First Class
119.976,3,-17.9964,0.2,First Class
390.272,8,-24.392,0.2,Standard Class
62.192,13,19.435,0.2,Standard Class
23.34,3,0.2334,0,Standard Class
56.45,5,14.677,0,First Class
79.974,3,-29.3238,0.4,Second Class
2.946,2,-2.0622,0.7,Second Class
10.08,4,3.528,0.2,Second Class
86.45,7,38.038,0,Second Class
16.496,2,5.5674,0.2,Standard Class
5.08,1,1.651,0.2,Standard Class
133.38,6,58.6872,0,Standard Class
36.192,1,2.7144,0.2,Same Day
209.97,3,71.3898,0,Standard Class
62.94,3,30.2112,0,Standard Class
25.92,9,7.776,0,Standard Class
66.3,3,8.619,0,Standard Class
30.816,9,9.63,0.2,First Class
44.784,2,4.4784,0.2,First Class
569.536,4,64.0728,0.2,First Class
7.89,1,0.3156,0,Standard Class
65.5,5,32.095,0,Standard Class
2430.08,8,388.8128,0,Standard Class
40.776,3,4.5873,0.2,Standard Class
63.936,8,5.5944,0.2,Standard Class
2.694,2,-2.245,0.7,Standard Class
232.96,7,116.48,0,Standard Class
66.54,6,32.6046,0,Standard Class
43.26,3,14.2758,0,Standard Class
5.04,2,0.1512,0,Standard Class
249.95,5,107.4785,0,Standard Class
18.92,4,7.3788,0,Standard Class
15.42,2,6.939,0,Standard Class
118.25,5,34.2925,0,Second Class
368.97,3,81.1734,0,Second Class
102.592,1,10.2592,0.2,Standard Class
22.704,1,5.9598,0.2,Standard Class
93.024,3,33.7212,0.2,Standard Class
12.768,2,1.4364,0.2,Standard Class
35.008,4,13.128,0.2,Standard Class
39.152,1,14.682,0.2,Standard Class
823.96,5,51.4975,0.2,Same Day
15.984,2,4.995,0.2,Same Day
23.472,3,7.6284,0.2,Second Class
86.058,7,-63.1092,0.7,Second Class
108.784,2,6.799,0.2,Second Class
10.272,3,3.21,0.2,Second Class
38.19,5,-26.733,0.7,Standard Class
11.277,3,-8.6457,0.7,Standard Class
4.448,2,0.3336,0.2,Standard Class
44.76,3,14.547,0.2,Standard Class
39.92,4,11.1776,0,First Class
79.12,5,13.846,0.2,Standard Class
38.088,4,-27.9312,0.7,Standard Class
2.808,3,-1.9656,0.7,Standard Class
12.84,3,3.7236,0,Standard Class
14.2,2,6.532,0,Same Day
12.96,2,6.2208,0,Same Day
58.34,2,28.0032,0,Same Day
149.97,3,5.9988,0,First Class
27.81,3,13.0707,0,First Class
20,4,9.6,0,Second Class
7.98,3,2.0748,0,Second Class
24.1,5,9.158,0,Second Class
8.75,1,2.625,0,Second Class
842.94,3,160.1586,0,Second Class
290.98,1,75.6548,0,Second Class
31.36,4,15.68,0,Second Class
47.616,3,3.5712,0.2,Standard Class
23.48,5,8.218,0.2,Standard Class
1599.92,8,751.9624,0,Standard Class
11.09,1,5.4341,0,Standard Class
3,1,1.05,0.2,Standard Class
7.506,9,-6.0048,0.7,Standard Class
16.56,2,5.796,0.2,Standard Class
863.928,9,86.3928,0.2,Same Day
14.73,3,7.2177,0,Same Day
9.888,2,-6.9216,0.7,Standard Class
671.544,3,50.3658,0.2,Standard Class
40.68,3,-9.153,0.2,Standard Class
57.582,3,-44.1462,0.7,Standard Class
31.104,6,10.8864,0.2,Standard Class
30.192,3,8.3028,0.2,Standard Class
43.6,5,4.36,0.2,Standard Class
4.768,2,0.4172,0.2,Standard Class
10.38,2,-7.612,0.7,Standard Class
13.392,8,-9.8208,0.7,Standard Class
2.214,3,-1.476,0.7,First Class
182.67,3,52.9743,0,Second Class
101.7,6,6.102,0,Second Class
1126.02,3,56.301,0,Second Class
1263.3,6,315.825,0,Second Class
7.764,4,-5.176,0.7,Second Class
207.984,2,-28.5978,0.2,First Class
36.112,2,12.6392,0.2,First Class
35.568,2,5.7798,0.2,First Class
88.768,2,31.0688,0.2,First Class
69.5,5,20.155,0,Same Day
191.6,4,91.968,0,Same Day
699.98,2,195.9944,0,Second Class
584.82,9,70.1784,0,Second Class
35.168,4,8.3524,0.2,Standard Class
64.704,3,23.4552,0.2,Standard Class
10.44,1,4.8024,0,First Class
249.95,5,19.996,0,Standard Class
49.12,4,23.0864,0,Standard Class
3.744,4,-2.6208,0.7,First Class
2275.5,10,386.835,0,Standard Class
1979.7,6,653.301,0,Standard Class
62.1,6,29.808,0,Standard Class
9.216,4,3.3408,0.2,Standard Class
28.048,2,3.506,0.2,Standard Class
187.056,9,11.691,0.2,Standard Class
87.28,8,41.0216,0,First Class
17.92,4,8.6016,0,Standard Class
1319.96,4,527.984,0,Second Class
179.94,6,75.5748,0,First Class
26.85,3,5.1015,0,First Class
323.37,3,129.348,0,First Class
59.94,3,28.1718,0,First Class
64.14,3,30.7872,0,First Class
11.67,3,5.6016,0,First Class
12.96,2,6.2208,0,First Class
17.088,2,1.068,0.2,Standard Class
98.392,1,-11.0691,0.2,Standard Class
7.04,4,3.0976,0,Second Class
249.584,2,31.198,0.2,Standard Class
68.112,3,17.8794,0.2,Standard Class
16.56,3,-2.484,0.2,Standard Class
866.4,4,225.264,0,Standard Class
12.192,3,4.1148,0.2,Second Class
87.168,2,8.7168,0.2,Second Class
31.744,2,8.3328,0.2,Second Class
132.224,4,-18.1808,0.2,Standard Class
6.264,3,2.0358,0.2,Standard Class
363.92,5,0,0.2,Standard Class
109.92,2,53.8608,0,Second Class
19.44,3,9.3312,0,Second Class
11.16,2,4.3524,0,Second Class
387.72,5,-67.851,0.2,Standard Class
185.58,6,76.0878,0,Standard Class
77.56,2,35.6776,0,Standard Class
87.92,4,0.8792,0,Standard Class
245.94,6,120.5106,0,Standard Class
8.6,1,4.042,0,Standard Class
504.9,5,126.225,0,Standard Class
17.34,2,4.6818,0,Same Day
71.98,2,15.1158,0,Same Day
18.48,2,6.006,0.2,First Class
42.6,3,16.614,0,Standard Class
113.94,6,54.6912,0,Standard Class
129.92,4,5.1968,0,Standard Class
5.28,3,2.5344,0,Standard Class
32.064,6,11.2224,0.2,Second Class
354.9,5,88.725,0,First Class
239.976,3,17.9982,0.2,Standard Class
13.28,2,6.3744,0,Standard Class
871.8,3,87.18,0.2,Second Class
289.568,2,10.8588,0.2,Standard Class
39.72,5,4.4685,0.2,Standard Class
244.768,4,24.4768,0.2,Standard Class
519.68,7,58.464,0.2,Standard Class
30,6,14.4,0,Standard Class
25.92,4,12.7008,0,Standard Class
159.92,4,31.984,0,Standard Class
34.944,3,3.0576,0.2,First Class
50.496,6,8.2056,0.2,Standard Class
20.7,3,1.656,0,Standard Class
11.34,3,5.2164,0,Standard Class
67.9,5,0.679,0,Standard Class
1059.12,4,307.1448,0,Standard Class
25.06,2,11.7782,0,Standard Class
1652.94,3,314.0586,0,Standard Class
36.4,5,17.108,0,Standard Class
51.75,1,15.525,0,Standard Class
10.2,5,4.794,0,Second Class
22.32,3,5.58,0,Second Class
24.1,5,11.086,0,Second Class
75.98,2,18.2352,0,Second Class
6.46,2,3.1654,0,Second Class
60.12,9,28.8576,0,Second Class
59.98,2,17.994,0,First Class
15.552,3,5.4432,0.2,First Class
22.911,7,-17.5651,0.7,Standard Class
309.456,9,34.8138,0.2,Standard Class
19.456,4,3.4048,0.2,Standard Class
472.518,3,-149.6307,0.4,Standard Class
1012.68,3,303.804,0.2,Standard Class
17.22,5,-12.628,0.7,Standard Class
17.94,3,8.7906,0,Second Class
13.89,3,4.5837,0,Second Class
35.168,4,8.3524,0.2,Standard Class
123.088,7,40.0036,0.2,Standard Class
5.388,4,-4.49,0.7,Second Class
30.976,8,5.0336,0.2,Second Class
1350.12,6,175.5156,0,First Class
15.92,4,7.4824,0,First Class
116.76,1,14.595,0.2,Standard Class
331.023,7,-114.3534,0.45,Standard Class
9.216,4,3.3408,0.2,Standard Class
89.568,2,32.4684,0.2,Standard Class
315.776,8,31.5776,0.2,Standard Class
20.608,2,-4.3792,0.2,Standard Class
4.095,3,-2.73,0.7,Standard Class
431.976,3,-75.5958,0.2,Standard Class
203.92,4,55.0584,0,Standard Class
29.56,4,7.9812,0,Standard Class
45.248,2,3.9592,0.2,Second Class
876.3,10,-292.1,0.4,Second Class
185.376,2,-34.758,0.2,Second Class
30.828,7,-24.6624,0.7,Standard Class
47.616,3,5.952,0.2,Standard Class
108.784,2,10.8784,0.2,Standard Class
111.672,9,6.9795,0.2,Second Class
19.89,9,5.3703,0,Standard Class
399.98,2,171.9914,0,Standard Class
343.85,5,137.54,0,Standard Class
106.32,3,49.9704,0,Standard Class
22.32,4,10.7136,0,First Class
103.6,7,51.8,0,First Class
39.936,4,-26.624,0.7,First Class
18.464,2,2.308,0.2,First Class
61.1,5,18.33,0,Standard Class
562.2925,7,-255.5875,0.45,Standard Class
264.18,7,68.6868,0,Standard Class
35.97,3,9.7119,0,Second Class
1266.86,7,291.3778,0,Second Class
19.44,3,9.3312,0,Standard Class
3.762,3,-2.7588,0.7,Standard Class
34.86,2,-26.726,0.7,Standard Class
432.456,3,32.4342,0.2,Standard Class
26.55,9,12.744,0,Standard Class
111.98,2,26.8752,0,Standard Class
7.7,2,3.157,0,Standard Class
73.36,7,19.8072,0,Standard Class
186.54,3,41.0388,0,Standard Class
630.024,4,-199.5076,0.4,Same Day
27.86,7,9.1938,0,Second Class
8749.95,5,2799.984,0,Second Class
36.4,8,18.2,0,Second Class
18.69,7,7.1022,0,Second Class
20.24,1,8.7032,0,Standard Class
39.92,4,11.1776,0,Standard Class
32.54,2,15.9446,0,Standard Class
1056.86,7,158.529,0,First Class
2.61,1,1.2006,0,Standard Class
704.76,5,26.4285,0.2,Standard Class
27.396,3,-20.0904,0.7,Standard Class
2104.55,7,694.5015,0,Second Class
40.7,5,11.803,0,Second Class
37.408,7,13.0928,0.2,Second Class
25.344,6,8.8704,0.2,Second Class
73.2,5,21.228,0,First Class
93.248,4,31.4712,0.2,Standard Class
177.48,3,19.9665,0.2,Standard Class
1270.99,1,635.495,0,Standard Class
125.36,8,58.9192,0,Standard Class
121.78,2,30.445,0,First Class
52.68,3,19.755,0.2,Standard Class
11.568,3,2.6028,0.2,Standard Class
273.96,2,71.2296,0,First Class
89.97,3,18.8937,0,First Class
756.8,5,75.68,0,First Class
318.08,4,34.9888,0,Standard Class
5.8,1,2.61,0,Standard Class
129.552,3,-22.6716,0.2,Standard Class
51.984,1,-5.1984,0.2,Standard Class
10.272,3,3.4668,0.2,Standard Class
4.338,3,-3.0366,0.7,Standard Class
11.88,5,-7.92,0.7,Standard Class
319.76,14,147.0896,0,Standard Class
45.68,2,21.0128,0,Standard Class
31.086,3,-20.724,0.7,Standard Class
184.704,6,13.8528,0.2,Second Class
47.92,2,11.98,0.2,Second Class
72.224,4,25.2784,0.2,Standard Class
91.475,1,-1.8295,0.5,Second Class
197.05,7,59.115,0,Standard Class
31.008,1,11.2404,0.2,First Class
239.5,5,114.96,0,Standard Class
339.92,5,8.498,0.2,Standard Class
10.528,4,3.4216,0.2,Standard Class
42.384,2,4.2384,0.2,Standard Class
135.95,1,39.4255,0,Standard Class
45.568,2,9.6832,0.2,Standard Class
28.752,8,-21.0848,0.7,Standard Class
15.552,3,5.4432,0.2,Standard Class
95.616,2,9.5616,0.2,Standard Class
301.96,2,33.2156,0,Second Class
74.112,8,17.6016,0.2,Standard Class
27.992,1,2.0994,0.2,Standard Class
3.304,1,1.0738,0.2,Standard Class
35.168,7,9.6712,0.2,Standard Class
233.86,2,-102.048,0.45,Standard Class
620.6145,3,-248.2458,0.45,Standard Class
5.328,2,-3.552,0.7,Standard Class
258.072,3,0,0.2,Standard Class
617.976,3,-7.7247,0.2,Standard Class
14.016,3,4.7304,0.2,Standard Class
4.89,1,2.0049,0,First Class
15.992,1,0.9995,0.2,Second Class
647.84,8,168.4384,0,First Class
20.7,2,9.936,0,First Class
5.78,1,2.8322,0,Standard Class
866.4,4,225.264,0,Second Class
683.952,3,42.747,0.2,Standard Class
45.696,3,5.1408,0.2,Standard Class
34.504,1,6.0382,0.2,First Class
17.88,3,2.4585,0.2,Second Class
235.944,3,85.5297,0.2,Second Class
7999.98,4,-3839.9904,0.5,Same Day
167.44,2,14.651,0.2,Same Day
24.448,4,8.8624,0.2,Standard Class
12.39,3,5.6994,0,Standard Class
301.96,2,90.588,0,Second Class
180.66,3,50.5848,0,Second Class
191.98,2,51.8346,0,Second Class
65.99,1,17.1574,0,Second Class
9.664,2,3.2616,0.2,Standard Class
192.16,5,67.256,0.2,Standard Class
173.8,5,43.45,0,Standard Class
23.968,7,2.6964,0.2,First Class
28.728,3,1.7955,0.2,First Class
31.984,2,1.999,0.2,Standard Class
71.984,2,25.1944,0.2,Standard Class
348.208,7,30.4682,0.2,Standard Class
35.784,7,-28.6272,0.7,Standard Class
21.744,1,7.3386,0.2,First Class
7.92,5,0.693,0.2,First Class
271.96,5,16.9975,0.2,First Class
48.69,9,23.8581,0,Standard Class
863.88,3,107.985,0.2,Standard Class
12.48,2,5.616,0,Standard Class
15.12,3,4.914,0.2,First Class
17.43,1,-13.363,0.7,First Class
251.64,3,88.074,0.2,First Class
23.99,1,5.5177,0,Standard Class
287.97,3,77.7519,0,Standard Class
72.8,5,19.656,0,Standard Class
10.816,4,3.5152,0.2,First Class
695.7,2,-27.828,0.5,First Class
15.66,5,-12.528,0.7,First Class
28.854,6,-21.1596,0.7,First Class
9.552,3,1.5522,0.2,First Class
13.76,2,6.3296,0,First Class
91.2,3,41.952,0,Standard Class
452.94,3,67.941,0,Standard Class
9.728,2,1.7024,0.2,Second Class
3.424,1,1.07,0.2,Second Class
124.75,5,57.385,0,Standard Class
12.84,3,3.7236,0,Standard Class
34.848,2,6.534,0.2,Second Class
22,5,1.375,0.2,Second Class
4.368,3,0.3822,0.2,Second Class
1245.86,7,361.2994,0,Second Class
68.742,9,-48.1194,0.7,Standard Class
7.824,1,2.934,0.2,Second Class
34.65,3,10.395,0,First Class
4.608,2,1.6704,0.2,Standard Class
15.528,3,4.8525,0.2,Standard Class
11.952,3,3.8844,0.2,Standard Class
145.74,3,23.3184,0,Second Class
15.4,5,7.392,0,Second Class
95.94,3,9.594,0,Second Class
304.45,5,76.1125,0,Second Class
2.808,3,-1.9656,0.7,Standard Class
17.856,4,2.0088,0.2,Standard Class
359.97,3,79.1934,0,First Class
7.968,2,2.6892,0.2,Same Day
47.96,5,4.1965,0.2,Standard Class
35.04,2,12.264,0,Standard Class
723.92,4,188.2192,0,Second Class
106.32,3,49.9704,0,Second Class
5.67,3,0.1134,0,Standard Class
628.81,7,12.5762,0,Standard Class
56.45,5,14.677,0,Standard Class
7.904,2,2.1736,0.2,Standard Class
9.11,1,4.0995,0,Standard Class
571.44,4,165.7176,0,Standard Class
32.4,5,15.552,0,Standard Class
16.91,1,4.5657,0,Standard Class
37.608,3,12.6927,0.2,First Class
45.66,5,-33.484,0.7,Standard Class
821.88,6,213.6888,0,Standard Class
21.96,2,10.7604,0,Standard Class
71,4,27.69,0,First Class
79.1,2,39.55,0,Second Class
327.84,8,157.3632,0,Second Class
8.76,5,0.7665,0.2,Standard Class
43.584,1,4.3584,0.2,Standard Class
71.98,2,15.1158,0,Standard Class
477.24,4,9.5448,0,First Class
25.98,2,1.5588,0,First Class
79.992,1,21.9978,0.2,Second Class
19.104,3,5.7312,0.2,First Class
23.68,8,6.216,0.2,Standard Class
2.376,3,0.7425,0.2,Standard Class
13.36,4,4.1416,0,Standard Class
39.96,2,18.7812,0,Standard Class
145.85,5,70.008,0,Standard Class
15.47,7,4.1769,0,Second Class
7.16,2,3.4368,0,Second Class
229.544,7,83.2097,0.2,Second Class
56.28,6,15.7584,0,Standard Class
2690.97,3,1264.7559,0,Standard Class
67.8,4,4.068,0,Standard Class
377.97,3,98.2722,0,Standard Class
1628.82,9,374.6286,0,Standard Class
286.93,7,140.5957,0,Standard Class
20.736,4,7.2576,0.2,Standard Class
17.088,2,1.068,0.2,Standard Class
184.66,7,84.9436,0,Standard Class
18.84,3,7.9128,0,Second Class
1633.188,4,-1306.5504,0.7,Standard Class
499.584,3,43.7136,0.2,Second Class
31.104,6,10.8864,0.2,Second Class
13.272,8,-10.6176,0.7,Second Class
28.272,2,6.3612,0.2,Second Class
259.136,4,-51.8272,0.2,Second Class
504.9,5,80.784,0,Standard Class
411.8,2,70.006,0,First Class
360,4,129.6,0,First Class
58.34,2,28.0032,0,Standard Class
539.97,3,134.9925,0,Standard Class
61,5,25.62,0,Second Class
671.93,7,188.1404,0,Second Class
23.88,6,11.2236,0,Second Class
2.896,1,0.9774,0.2,First Class
580.672,4,65.3256,0.2,Standard Class
18.936,3,5.9175,0.2,Standard Class
222.384,2,16.6788,0.2,Standard Class
50.454,6,-33.636,0.7,Standard Class
154.764,3,-36.1116,0.4,Standard Class
3.76,2,1.0904,0,Standard Class
47.992,1,7.1988,0.2,Second Class
147.184,2,-29.4368,0.2,Standard Class
599.97,3,257.9871,0,Second Class
38.97,3,0.7794,0,Second Class
45.84,8,22.0032,0,Second Class
105.98,7,4.2392,0,First Class
35.06,2,10.518,0,First Class
33.94,1,9.1638,0,First Class
30,8,14.4,0,First Class
1665.62,2,33.3124,0,First Class
2.88,1,1.4112,0,Standard Class
1443.96,12,375.4296,0,Standard Class
113.568,2,-21.294,0.2,Standard Class
71.976,3,8.997,0.2,Second Class
8.904,3,3.339,0.2,Second Class
720.064,4,-63.0056,0.2,Second Class
41.424,2,8.2848,0.2,Standard Class
251.64,3,88.074,0.2,First Class
523.764,3,-192.0468,0.4,First Class
1359.96,5,118.9965,0.2,First Class
691.96,4,318.3016,0,First Class
34.95,5,15.378,0,First Class
48.9,5,18.093,0,Standard Class
25.92,5,9.072,0.2,Second Class
44.384,1,15.5344,0.2,Standard Class
2.944,1,-0.6624,0.2,Standard Class
479.97,3,239.985,0,Standard Class
232.88,4,60.5488,0,Standard Class
220.064,4,55.016,0.2,Standard Class
339.136,4,0,0.2,Standard Class
91.032,3,-2.2758,0.2,Second Class
54.66,6,18.0378,0,First Class
25.06,7,12.53,0,Standard Class
80.48,1,24.144,0,Standard Class
64.784,1,-12.9568,0.2,Standard Class
4367.896,13,327.5922,0.2,Second Class
49.568,2,15.49,0.2,Second Class
161.376,6,12.1032,0.2,Second Class
2.784,2,0.4176,0.2,Second Class
8.72,5,2.943,0.2,Second Class
82.38,6,25.5378,0,Standard Class
15.552,3,5.4432,0.2,Standard Class
17.92,5,1.12,0.2,Standard Class
5.184,1,1.8144,0.2,Standard Class
544.38,3,157.8702,0,Standard Class
19.008,8,-12.672,0.7,Second Class
29.16,3,8.4564,0,Second Class
17.24,2,4.4824,0,First Class
302.94,3,75.735,0,First Class
34.75,5,15.6375,0,First Class
113.94,6,54.6912,0,First Class
55.98,2,15.6744,0,First Class
1347.52,8,84.22,0.2,Standard Class
419.136,4,-57.6312,0.2,Standard Class
45.216,3,4.5216,0.2,Standard Class
28.782,6,-21.1068,0.7,Standard Class
24.448,4,8.8624,0.2,Standard Class
8.832,3,-1.9872,0.2,Standard Class
177.536,4,62.1376,0.2,Standard Class
258.48,2,-3.231,0.2,Standard Class
14.136,3,4.2408,0.2,Standard Class
209.568,2,-23.5764,0.2,Standard Class
3.882,2,-2.588,0.7,Standard Class
115.296,3,40.3536,0.2,Standard Class
25.344,4,9.1872,0.2,Same Day
27.58,2,11.5836,0,Standard Class
243.92,5,-54.882,0.2,Standard Class
5.32,2,2.6068,0,Second Class
975.92,4,292.776,0,Second Class
2249.91,9,517.4793,0,Second Class
59.92,4,16.7776,0,Second Class
18.336,3,6.6468,0.2,Standard Class
36.288,7,12.7008,0.2,Standard Class
111.984,2,6.999,0.2,Standard Class
5.97,5,-4.577,0.7,Standard Class
2.508,2,-1.8392,0.7,Standard Class
96.08,2,46.1184,0,Second Class
3.62,2,1.1946,0,Second Class
629.1,6,301.968,0,Second Class
90.48,2,23.5248,0,Second Class
33.74,7,15.5204,0,Standard Class
48.784,1,3.6588,0.2,Standard Class
13.092,4,-10.0372,0.7,Standard Class
195.64,4,91.9508,0,Same Day
383.976,3,81.5949,0.2,Standard Class
1781.682,7,-653.2834,0.4,Standard Class
42.048,9,5.256,0.2,First Class
67.92,5,6.792,0.2,First Class
40.29,3,10.0725,0,First Class
38.71,7,17.8066,0,First Class
159.8,4,70.312,0,Standard Class
44.75,5,8.5025,0,Standard Class
4.464,1,0.3348,0.2,First Class
11.808,2,1.3284,0.2,First Class
9.656,1,1.5691,0.2,First Class
20.736,4,7.2576,0.2,First Class
27.36,3,-21.888,0.7,First Class
2314.116,7,-1002.7836,0.4,First Class
34.236,4,-26.2476,0.7,First Class
19.76,2,5.928,0.2,First Class
198.272,8,-32.2192,0.2,Standard Class
40.41,9,18.5886,0,Standard Class
26.4,5,11.88,0,Second Class
2.064,1,0.1548,0.2,Second Class
419.136,4,-68.1096,0.2,Standard Class
23.976,3,-5.6943,0.2,Second Class
6.264,3,2.0358,0.2,Second Class
20.808,3,1.8207,0.2,Second Class
218.352,3,-19.1058,0.2,Second Class
10.16,2,3.4544,0,Second Class
34.54,1,17.27,0,Second Class
2999.95,5,1439.976,0,Second Class
64.12,4,30.7776,0,Second Class
659.9,2,217.767,0,Standard Class
19.52,2,5.368,0.2,Standard Class
13.872,6,4.6818,0.2,Standard Class
273.552,3,-13.6776,0.2,Standard Class
177.55,5,47.9385,0,Standard Class
12.32,5,1.848,0.2,Second Class
4.419,3,-3.0933,0.7,Second Class
59.76,1,16.7328,0,Standard Class
108.08,7,54.04,0,Same Day
9.54,3,4.3884,0,Same Day
2.78,1,1.3622,0,Standard Class
22.96,7,6.6584,0,Second Class
42.68,4,19.6328,0,Same Day
299.97,3,125.9874,0,Same Day
262.24,2,78.672,0,Same Day
234.36,6,112.4928,0,Same Day
12.294,1,-8.6058,0.7,Standard Class
127.95,3,21.7515,0,First Class
239.24,1,23.924,0.2,Same Day
314.352,3,-35.3646,0.2,Second Class
27.888,7,10.1094,0.2,Second Class
53.25,3,20.7675,0,Standard Class
3.76,2,1.316,0,Standard Class
163.96,5,59.4355,0.2,Standard Class
72.704,4,19.0848,0.2,Standard Class
12.264,7,1.0731,0.2,Standard Class
218.352,3,-54.588,0.2,Standard Class
34.5,3,15.525,0,Standard Class
701.96,2,168.4704,0,First Class
10.368,2,3.6288,0.2,Standard Class
361.376,2,27.1032,0.2,Standard Class
241.96,2,33.8744,0,First Class
3.89,1,1.8672,0,First Class
8.01,3,3.0438,0,First Class
102.93,3,48.3771,0,Standard Class
98.16,6,9.816,0,Standard Class
11.52,5,-7.68,0.7,Second Class
4.554,3,-3.4914,0.7,Standard Class
5.2,2,0.585,0.2,Standard Class
205.992,1,-2.5749,0.2,Standard Class
15.552,3,5.4432,0.2,Standard Class
503.96,5,50.396,0.2,Standard Class
24.472,7,1.8354,0.2,Standard Class
241.568,2,0,0.2,Standard Class
110.4,2,-4.14,0.2,Standard Class
101.94,6,29.5626,0,Standard Class
271.96,4,67.99,0,Standard Class
8.8,5,3.872,0,Standard Class
19.68,6,5.7072,0,Standard Class
302.94,3,69.6762,0,Standard Class
14.94,3,7.1712,0,Standard Class
231.72,2,11.586,0,Standard Class
68.541,11,-52.5481,0.7,Same Day
627.168,4,70.5564,0.2,Same Day
122.12,5,39.689,0.2,Same Day
356.85,5,60.6645,0,Standard Class
251.58,7,113.211,0,Standard Class
29.84,2,13.428,0,Standard Class
477.51,11,219.6546,0,Second Class
32.776,1,2.4582,0.2,Standard Class
35.4,5,13.452,0,Standard Class
62.04,4,17.3712,0,Second Class
494.97,3,148.491,0,Second Class
367.96,4,14.7184,0,Second Class
44.96,2,20.6816,0,Second Class
182.94,3,85.9818,0,Second Class
95.68,8,26.7904,0,Standard Class
50.96,7,24.4608,0,Standard Class
113.94,3,34.182,0,Standard Class
25.92,4,12.4416,0,Standard Class
20.32,4,6.9088,0,Standard Class
411.98,2,119.4742,0,Standard Class
34.48,2,9.9992,0,Standard Class
244.55,5,114.9385,0,Standard Class
14.76,2,4.2804,0,Standard Class
48.87,9,23.9463,0,Second Class
1158.12,5,130.2885,0.2,Second Class
208.44,3,62.532,0,First Class
25.76,2,0.7728,0,First Class
12.96,2,6.2208,0,Standard Class
17.94,3,6.4584,0,Standard Class
141.96,2,35.49,0,Standard Class
181.86,7,50.9208,0,Standard Class
13.428,3,-11.19,0.7,Same Day
67.136,4,-0.8392,0.2,Same Day
649,2,-272.58,0.5,Standard Class
97.184,2,6.074,0.2,Standard Class
